time_ms,label,sig_prob,bg_prob,anomaly_ratio
76.25418060200668,0.0,3.8330464,0.12968418753422706,29.556775649834844
89.29765886287625,1.0,2.1875143,5.5930270261279164e-05,39111.45531363039
137.4581939799331,0.0,0.11426451,0.005161051392466342,22.13977382914852
97.32441471571906,1.0,0.89152956,0.08997012679564431,9.909173098135096
215.7190635451505,1.0,2.4472897,0.1599574873523869,15.299625830392058
194.64882943143812,1.0,0.7961902,0.016689712615443383,47.70544709390242
106.35451505016722,0.0,1.2533507,0.018725490897204967,66.93286395129113
130.43478260869566,1.0,0.0028099248,5.34195852207946e-15,2794994029.832429
208.69565217391303,0.0,1.0988022,0.14175280329329504,7.751537771138201
180.6020066889632,0.0,0.5451499,0.019393964319421145,28.10925674421745
182.6086956521739,1.0,0.7034814,0.008165334731407082,86.15462797613084
207.69230769230768,0.0,0.41699064,0.0024058603646593436,173.32287597869652
85.28428093645485,0.0,0.06418547,1.928771065518894e-05,3327.790848914335
91.30434782608695,1.0,0.41907108,6.0024628547658515e-05,6981.652056140403
158.5284280936455,1.0,0.010891849,2.0799356758393587e-29,10891849175.095558
197.65886287625418,0.0,0.51408917,0.0008840243560355783,581.5328084872922
190.63545150501673,1.0,0.52280414,0.003885037895105919,134.56860782970423
89.29765886287625,0.0,1.9266683,8.358291856594535e-05,23050.980945974763
184.6153846153846,0.0,0.6958366,0.08872165469995281,7.84291733497208
92.3076923076923,0.0,2.9784415,3.990359643250594e-05,74640.92634404
115.38461538461539,0.0,3.3188272,0.02231029089771928,148.757681704756
138.46153846153845,0.0,0.08237897,0.00025502549161847014,323.0224859116385
205.685618729097,0.0,0.6392183,0.03686309847451253,17.340329413797836
211.7056856187291,0.0,0.96935666,0.07361883647329856,13.167236844512487
175.58528428093646,1.0,0.0918193,0.018184381307193725,5.049349751933752
170.5685618729097,1.0,0.0018521007,3.9350543750900057e-07,4706.659252553646
181.60535117056855,0.0,0.85734904,0.033651395349694586,25.47736963621594
214.71571906354515,1.0,1.5944029,0.07469267258156957,21.34617565754291
123.4113712374582,1.0,0.055240784,2.6483306678843987e-10,207802530.0155025
115.38461538461539,1.0,0.36381376,0.03709926702512191,9.806494495976402
218.72909698996656,1.0,0.6459965,0.029184800138765097,22.13469024591076
209.69899665551839,0.0,0.42964718,0.11216249247187561,3.830578012179174
158.5284280936455,0.0,0.07231087,0.0008089010375902603,89.39396653759691
104.34782608695652,1.0,2.3561208,0.001958580618736728,1202.9736233837298
167.55852842809364,0.0,0.118773095,8.595498735717126e-06,13818.055838707447
153.51170568561872,0.0,0.09376502,0.000430517270438801,217.79618749584196
141.4715719063545,0.0,0.09060727,0.00806306312726026,11.23732620681609
121.40468227424749,1.0,0.072567865,1.3755761362960542e-08,5275068.988830504
182.6086956521739,0.0,0.2793362,0.08618807539630526,3.2410076774296486
200.66889632107024,1.0,1.4156786,0.06629446775250078,21.354400575358458
111.37123745819397,0.0,0.8197439,0.0013057696383715924,627.7859792201542
148.49498327759198,0.0,0.09559452,0.02771298756553201,3.449448301347515
222.74247491638795,0.0,0.55908924,0.02773120305504398,20.161016537296064
161.53846153846155,1.0,0.029483385,9.536322341164034e-27,29483385384.082516
152.50836120401337,1.0,0.0015304354,0.0,1530435401.9463062
87.29096989966555,0.0,2.5406756,0.005178432912634524,490.6263501872824
168.561872909699,0.0,0.1486144,0.005410613210053698,27.46720210605319
128.42809364548495,1.0,0.005197266,2.5724189677808186e-27,5197266116.738306
156.52173913043478,1.0,0.013209728,0.0,13209727592.766285
198.66220735785953,1.0,1.1354661,0.16065737858145746,7.067624959426448
174.5819397993311,0.0,0.45490506,0.02186161539076337,20.80839200406415
221.7391304347826,1.0,0.7517039,0.02119967593335999,35.45827399945525
193.64548494983276,1.0,0.0405788,0.047628408547215825,0.8519873416264451
185.61872909698997,1.0,0.42787215,9.030619336988037e-05,4738.015527305905
136.45484949832775,0.0,0.14868943,0.05477261607421148,2.7146673755390873
206.68896321070235,1.0,1.2765266,0.07331570541529761,17.411365860449944
93.31103678929766,1.0,5.199567,0.0013619277560826476,3817.7993025587157
219.73244147157192,1.0,2.4271605,0.21993286774569182,11.035915306099632
188.62876254180603,0.0,0.54940146,0.0022963120483978756,239.2538340867719
137.4581939799331,1.0,0.007847477,0.0,7847476750.612259
